review,summary_T5,summary_BART,summary_PEGASUS,summary_LED
"There we go SPOILER A lovely film. Not a perfect film, but a lovely film. James Gunn mostly nails this perfectly cast Superman film by making the best decision any filmmaker has ever made: Basing the script on the actual comics this character came from. It's ludicrous that this is the 4th big screen iteration of the man of steel and this is the first time the film was made by someone who read a comic or genuinely likes this character. The pocket dimension CGI was shonky, yes, the Ultraman reveal and look was... not my favorite? But oh boy am I happy to be a DC fan for the first time in a long time. And the introduction of Supergirl makes me really excited for her movie. David Corenswet and Rachel Brosnahan nailed it. I hope in the sequel everyone in this cast gets more time to dig in because they're really good. Especially Nicholas Hoult. So evil. And weird, which I loved. His hate spewing monkeys were a wonderful touch. Thank you, thank you. But also maybe have less CGI heavy sequences next time. Thank you. 1",james gunn mostly nail this perfectly cast superman film by making the best decision any filmmaker ha ever made basing the script on the actual comic this character came from . this is the first time the film wa made by someone who read,James gunn mostly nail this perfectly cast superman film by making the best decision any filmmaker ha ever made basing the script on the actual comic this character came from it is ludicrous that this is the th big screen iteration of the man of,This is the first time the film wa made by someone who read comic or genuinely like this character .<n>The introduction of supergirl make me really excited for her movie corenswet and rachel brosnahan nailed it hope in the,there we go spoiler lovely film not perfect film but lovely film james gunn mostly nail this perfectly cast superman film by making the best decision any filmmaker ha ever made basing the script on the actual comic this character came from it is ludicrous
"The Beginning of DC's New Era You know, it has been quite a while now since we actually got a good Superman movie since Man of Steel. The 2025 Superman movie is a very enjoyable superhero movie that tells a very solid tale of what happens if he loses even one battle against a threat. I won't say it's as great as the original 1978 film, but I definitely consider this as one of the best Superman films with a nice story that twists on what happens if Lex wins a battle, great visuals, intense action, solid characters, fantastic acting, and an inspiring commentary against war. This is the movie I think any superhero fan is going to have a good time with. This the Superman movie anyone would want, as a brand new story. I'm glad that DC Universe got rebooted. Because with that, we can actually get good films. DC Extended Universe was mixed where sometimes they've made good movies, and sometimes they've made bad movies. In fact, with this film, I believe that this is off to a solid start. 3",superman movie tell very solid story of what happens if lex win battle great visuals intense action solid character fantastic acting and an inspiring commentary against war this is the movie think any superhero fan is going to have good time with this the superman,Superman movie is very enjoyable superhero movie that tell very solid tale of what happens if he loses even one battle against threat. Great visuals intense action solid character fantastic acting and an inspiring commentary against war this is the movie think any superhero fan is,This is one of the best superman film with nice story that twist on what happens if lex win battle great visuals intense action solid character fantastic acting and an inspiring commentary against war this is the movie think any superhero fan is going to have good,the beginning of dc new era you know it ha been quite while now since we actually got good superman movie since man of steel the superman movie is very enjoyable superhero movie that tell very solid tale of what happens if he loses even one battle
"Better Than Expected SPOILER Have to say I wasn't expecting much going into this film. I was pleasantly surprised. Alot of Action and comedy in it .Perhaps more importantly, it had plenty of bright colours in the scenes, something lacking in the DC universe of films. It's has its fair share of flaws too. The two 'Middle-Eastern' countires warfare was a bit too much and political. Could have wrote a better background conflict. What was the point of the big armoured meta-human who beat superman at the start. Only to have the armoured suit never appear again?? Plus the ending with Lex Luthor was rushed and shallow. In saying that, the Superman character was top shelve and Lex Luthor was one of the best portrayals of the character ever. Super Dog was a nice little addiction. The Justice Gang was a good support group. I'd watch the movie again and check out a sequel too. The mid & end credit scenes are of no importance regards suprises or continuing the franchise. 0",wa not expecting much going into this film wa pleasantly surprised alot of action and comedy in it perhaps more importantly it had plenty of bright colour in the scene something lacking in the dc universe of film it is ha it fair share of,The film had plenty of bright colour in the scene something lacking in the dc universe of film. The two middle eastern countires warfare wa bit too much and political could have wrote better background conflict. The ending with lex luthor wa rushed and,Lex luthor wa one of the best portrayal of the character ever super dog wa nice little addiction the justice gang wa good support group would watch the movie again and check out sequel too the mid end credit scene are of no importance regard suprises,better than expected spoiler have to say wa not expecting much going into this film wa pleasantly surprised alot of action and comedy in it perhaps more importantly it had plenty of bright colour in the scene something lacking in the dc universe of film it is ha it
"9.5 STARS, AMAZING MOVIE! For years my fav superman was henry as im a massive fan of him in anything he does, but i actually enjoyed this superman more which i thought was impossible, this movie has charm, witt and moments soo funny u just laugh vs moments u want to cry, i also as a psychic loved his gigantic crystal lair ill take 2 made of amethyst immediately please, but the movie itself was very good, if u did as i did and read all rhe bad reviews and decided not to see it yet or u just couldnt care because it looks off trust me when i say i wish i saw it in theatres instead of on my home tv, this movie is soo good. 4",star amazing movie for year my fav superman wa henry im massive fan of him in anything he doe but actually enjoyed this superman more which thought wa impossible this movie ha charm witt and moment soo funny,This movie ha charm witt and moment soo funny just laugh moment want to cry also psychic loved his gigantic crystal lair ill take made of amethyst immediately please but the movie itself wa very good if did did and read all rhe bad,This movie is soo good .<n>I am a huge fan of henry henry .<n>This is one of the best movies of the year .,star amazing movie for year my fav superman wa henry im massive fan of him in anything he doe but actually enjoyed this superman more which thought wa impossible this movie ha charm witt and moment soo funny just laugh moment want to
"Superman succeeds in its cinematic hope! Superman is a bold, heartfelt reboot that puts kindness front and center. It succeeds in its cinematic hope! James Gunn delivers a Superman who feels needed in today's world and a symbol of clarity, heroism, and optimism. I'm still smiling just thinking about it! This movie has some standout lead performances, a charismatic villain, and that adorable Krypto. Gunn's signature bright visuals pleasure with bold and bright colors. A movie truly made for IMAX. Some CGI sequences, especially in major battle scenes, have uneven quality, while others are visually striking. James Gunn delivers a superhero movie with strong performances and just the right touch of humor. Despite some flawless CGI moments, it's a refreshing return to heroism with soul and heart! I recommend this big time! 11",superman succeeds in it cinematic hope superman is bold heartfelt reboot that put kindness front and center . james gunn delivers superman who feel needed in today world and symbol of clarity heroism and optimism ,Superman is bold heartfelt reboot that put kindness front and center it succeeds in it cinematic hope james gunn delivers superman who feel needed in today world and symbol of clarity heroism and optimism am still smiling just thinking about it this movie ha,superman succeeds in it cinematic hope superman is bold heartfelt reboot that put kindness front and center it succeeds in it cinematic hope james gunn delivers superman who feel needed in today world and symbol of clarity of heroism and optimism am still smiling just,superman succeeds in it cinematic hope superman is bold heartfelt reboot that put kindness front and center it succeeds in it cinematic hope james gunn delivers superman who feel needed in today world and symbol of clarity heroism and optimism am still smiling just
"Super-Meh Im a huge fan of DC characters, even more so than Marvel, but when it comes to their characterization in live action movies, they have been awful. I would just like to start off by saying this is a way better movie than anything Snyder ever did, Snyders version of superman is like bad fan fiction. And I was so happy to hear James Gunn was taking over and had high hope for this one, but it just flat lined, hard. Superman although more humanized in this version, he does not feel like a super man, completely beatable, weak, and depended too much on the sun for his powers. Which I know is canonically correct but definitely overused in this. I actually dont mind the idea of starting out in the middle, as in no origin story, but if you go that route it should still feel like somewhat an introduction for these characters and this world. Instead it feels like a sequel or a threequel and not a good one. The problem is this movie just felt over crammed with too many story threads, side characters, and comedy relief moments. Unfortunately Gunn brought too much of that *insert joke here*, when things gets too serious, that marvel loves so much. For the positives, I do love the actors that portrayed the characters, they each do a great job filling these roles. I went to see this with a group of friends, and almost all of us had the same issues with it, and agreed that we'd probably never even watch it again, unfortunately that doesnt give me high hopes for the future of DC, but I hope Gunn brings in some writers to help, and can course correct before its too late. 56",super meh im huge fan of dc character even more so than marvel . but when it comes to their characterization they have been awful would just like to start off by saying this is way better than anything snyder ever,"""This is way better movie than anything snyder ever did snyders version of superman is like bad fan fiction"" ""This movie just felt over crammed with too many story thread side character and comedy relief moment unfortunately gunn brought",This is way better movie than anything snyder ever did snyders version of superman is like bad fan fiction .<n>This movie just felt over crammed with too many story thread side character and comedy relief moment .<n>,super meh im huge fan of dc character even more so than marvel but when it come to their characterization in live action movie they have been awful would just like to start off by saying this is way better movie than anything snyder ever did
"Solid film overall SPOILER Let me preface this review by saying I'm not the biggest Superman fan. The only movie I've ever seen was Man of Steel, which I thought had potential but missed the mark overall in my opinion. The biggest positive I can say about this movie is the cast. I thought everyone was great, especially David Corneswet as Superman. He fully embodies the role and made me care for the character in ways I never did. Nicholas Hoult was also great, just wish they gave Lexi Luthor more screen time. Now to my negatives, slight spoilers ahead. The writing felt really weak at times through the movie, in particular during the second act, and things seemed to happen just out of plot convenience. The selfie girl who was Lex's GF was completely unnecessary and was only in for comedic purposes, except it was annoying the entire time and never funny. But actually she did have a purpose, and it was so Lois can find out where Superman was taken to. Very cheap convenient writing and I really did not like that part. When they're in the pocket dimension, it was entirely stupid for Lex to put Superman in that cage with Metamorpho. And what do you know, he helps Superman escape. Shocker. Stuff like that I can't stand because it completely undercuts the character of Lex, who's being portrayed as this evil super genius, and yet he's stupid enough to believe that his plan would've held Superman in check? Stupid writing imo. The entire plot line of the pocket dimension just seemed so unnecessary and was done to set up another conflict for Superman to solve, which is dumb because they have the entire storyline of the potential war between those two countries, and in the 3rd act that gets out on the back burner so Superman can stop Metropolis and the world from being ripped in half and destroyed. For the first movie into the new DCU it just felt unnecessary stakes, and the stakes didn't really hit given that the entire world was potential going to end. Wish they kept it more grounded and focused on the characters more. Overall that's the film's biggest problem imo, they throw you into this world where everything is established and you're just meant to keep up. Batman v Superman did a similar thing and it didn't work at all, while this movie definitely is better than that one, I think it still suffers from the same problems for being oversaturated. Still excited for the future of the DCU, but this wasn't exactly what I was hoping for with the first movie in this new universe. 1",nicholas hoult wa also great just wish they gave lexi luthor more screen time . superman wa is stupid enough to believe that his plan would have held superman in check stupid writing imo,The writing felt really weak at time through the movie in particular during the second act and thing seemed to happen just out of plot convenience the selfie girl who wa lex gf wa completely unnecessary. The entire plot line of the pocket dimension just seemed,The biggest positive can say about this movie is the cast thought everyone wa great especially david corneswet superman he fully embodies the role .<n>The writing felt really weak at time through the movie in particular during the second act .<n>,solid film overall spoiler let me preface this review by saying am not the biggest superman fan the only movie have ever seen wa man of steel which thought had potential but missed the mark overall in my opinion the biggest positive can say about this movie
"One of the greatest superhero movies of all time I'm a big comic book fan and a big superhero fan, of course. I knew this movie would be great and boy it did not disappoint. The chemistry between David and Rachel was really good and they have great performances. Nicholas as Lex was incredible, too. The humor was pretty good as well. Definitely not an all-out comedy but it was did work pretty well. I never write reviews for movies but I had to for this one. I'm absolutely stoked to see what's next for the DCU and it's off to a great start already. I absolutely loved this movie and I highly recommend it. If I could give this an I would. Go out and see it, you won't be disappointed! 3",one of the greatest superhero movie of all time am big comic book fan knew this movie would be great and boy it did not disappoint the chemistry between david and rachel wa really good and they have great performance nicholas,One of the greatest superhero movie of all time am big comic book fan and big superhero fan of course knew this movie would be great. chemistry between david and rachel wa really good and they have great performance nicholas lex wa incredible too,I am absolutely stoked to see what is next for the dcu and it is off to great start already absolutely loved this movie and highly recommend it if could give this an would go out and see it you will not be disappointed .,one of the greatest superhero movie of all time am big comic book fan and big superhero fan of course knew this movie would be great and boy it did not disappoint the chemistry between david and rachel wa really good and they have great performance nich
"Disappointing and very boring SPOILER I went into this movie with decent hope. I have never been a fan of James Gunn's work even when he was at Marvel. I hoped this movie would be good (since The Flash movie was really good), but it was soo boring. Every minute felt like 10, and this movie is 2 hrs 10 mins long. The camera angles were terrible, why were the shots of Superman flying shot so close to his face?? I've never seen such angles until this movie. Every time you saw Superman flying, it looked ridiculous, why shoot those shots from that up close?? The CGI was so bad as well, you could tell the dog was not real. It also seemed like they didn't know how certain things would look until maybe post production, because when Superman is being carried by the robots, his legs are strangely really far apart, like they didn't know where he or the robots would be. Also, when he is captured by the bad guys, he's walking down the steps and his legs are again super far apart for no reason. The comedy is so bad and corny. I felt like I was watching a Marvel movie with the bad CGI and bad jokes. The movie itself was bad to me. The story itself was just all over the place. Superman didn't win a single fight without some type of help. I understand that he can't win everything, but he is the Man of Steel, he was taking L after L. I wasn't rooting for any character after a certain point. The Justice Gang was also randomly introduced halfway into the movie?? And they all were pretty bad characters that I did not care for. I have always been a fan of Clark Kent and Lois' relationship, but wait you don't see any of it in this movie. They get introduced already being 3 months into their relationship, then they're in a fight in which Lois says she wanted to dump him, then in the end they make up with their I love yous. Their relationship just did not feel very developed to me. If this were anyone's introduction to Superman, you wouldn't understand anything about him. Who is Superman? What is he doing this for? He seems like he doesn't know who he is. There is a scene where he is around Kryptonite and is weak, but they don't explain it. Good thing most viewers have seen Superman and know it's his weakness, because how would anyone know. He also saves a woman from a building collapsing, but great job everyone behind her died. But since the camera only focuses on that one woman, he seems like a big hero. I also don't understand how the people in the movie also don't like him for most of the movie, then just randomly start liking him again. Lex Luthor is angry, but the movie doesn't explain why he is angry. What is all this for? Some villains are just evil, but the movie doesn't even explain that. Things just happen in this movie to happen. The only reason I gave this move higher than one star is because some of the effects that the villains do is cool, but you can't really see it because of the camera angles. Nothing in this movie felt very developed, and it is a shame because this movie had potential, but was not well executed. If they had followed more of how The Flash movie was, this movie could've been great. 17",superman is being carried by the robot and his leg are again super far apart for no reason the movie is so bad and corny felt like wa watching marvel movie with the bad cgi and bad joke the movie itself wa bad to me,This movie is soo boring every minute felt like and this movie is hr min long the camera angle were terrible why were the shot of superman flying shot so close to his face have never seen such angle until this movie every time you saw,This movie had potential but wa not well executed if they had followed more of how the flash movie wa this movie could have been great .<n>This movie had potential but wa not well executed if they had followed more of how the flash movie wa,disappointing and very boring spoiler went into this movie with decent hope have never been fan of james gunn work even when he wa at marvel hoped this movie would be good but it wa soo boring every minute felt like and this
"Brutal Hard to describe how bad it was. Bad story line, bad writing, bad acting, just a disaster. I can't imagine what they were thinking when they agreed to produce this. I've watched every Superman movie this doesn't come close to even the next worst. $5.99 rental, shot I could had a Starbucks. Save your time and money! 4",superman movie this doe not come close to even the next worst rental shot could have had starbucks save your time and money .,Bad story line bad writing bad acting just disaster cannot imagine what they were thinking when they agreed to produce this have watched every superman movie this doe not come close to even the next worst rental shot. brutal hard to describe how bad it,Bad writing bad acting just disaster cannot imagine what they were thinking when they agreed to produce this .<n>This doe not come close to even the next worst rental shot could had starbucks save your time and money .,brutal hard to describe how bad it wa bad story line bad writing bad acting just disaster cannot imagine what they were thinking when they agreed to produce this have watched every superman movie this doe not come close to even the next worst rental
"Not a masterpiece, but a damn entertaining Superman movie SPOILER Just got back from watching the new Superman - and honestly, I really enjoyed it. No, it's not some cinematic game-changer, but it's a big step in the right direction for the DC Universe. After years of messy CGI and tone-deaf storytelling, this one actually feels like it has some heart and vision. Let's start with the good: The action scenes are excellent. Heavy, grounded (as grounded as Superman can be), and visually really satisfying. The CGI? Surprisingly great - especially considering how rough DC's effects have been in recent years. And Krypto the Superdog? He absolutely steals the show. He's fun, never annoying, and actually plays a meaningful role in the story. Totally worked for me. David Corenswet as Superman really fits the role. He doesn't come off as some untouchable god - he feels human, hopeful, and just genuinely good. He wants to help everyone, sees the best in people, and carries this real sense of idealism that just feels like Superman. I thought he did a fantastic job embodying that. That said... the movie definitely has its issues. There's a lot going on. Honestly, too much. The plot jumps around like crazy, trying to juggle multiple storylines and characters, which means a lot of stuff ends up underdeveloped. Clark Kent barely exists in this movie - he's on screen maybe twice - and because of that, his relationship with Lois Lane lacks emotional depth. We're told they love each other, but we never really feel it. Also - and this bugged me - Superman gets his ass kicked way too often. I get it, he's still early in his career here, but damn, he gets ragdolled in pretty much every fight. He constantly needs help to win. After a while, it starts to chip away at the Superman mythos a bit. He doesn't feel powerful - he feels like the guy who might win... if backup arrives in time. Lex Luthor was another mixed bag. Nicholas Hoult is great in the role - cold, intelligent, menacing - but the script doesn't fully commit. At first, he's genuinely terrifying (there's a Russian roulette scene that's brutal), but then by the end, he's basically a punchline. Literally. Crypto chews on him like a toy while Superman chuckles. It undercuts the threat he was building up to be. One more thing: the comedy. Sometimes it works. But other times, especially during emotional scenes, it completely undercuts the moment. There's a big plot twist about Superman's parents and his true purpose on Earth - something that should shake him to his core - and instead of letting that emotion breathe, they throw in some jokes about his dog. It's not constant, but it's enough to notice. Despite all that, I really did like the movie. It's flawed, sure - too crowded, a little tonally uneven - but it's way better than most recent DC films, and it actually made me excited about where the new DCU might go. It's not going to be for everyone, but for me? It was fun, surprisingly heartfelt at times, and it left me wanting more. If you're open to a younger, more hopeful, sometimes vulnerable Superman, you'll probably have a good time too. 2",the action scene are excellent heavy grounded and visually really satisfying the cgi surprisingly great . david corenswet superman really fit the role he doe not come off some untouchable god he feel human,Krypto the superdog absolutely steal the show he is fun never annoying and actually play meaningful role in the story totally worked for me. The movie definitely ha it issue there is lot going on honestly too much the plot jump around like crazy,This one actually feel like it ha some heart and vision let start with the good the action scene are excellent heavy grounded and visually really satisfying .<n> krypto the superdog he absolutely steal the show he is fun never annoying and actually play,not masterpiece but damn entertaining superman movie spoiler just got back from watching the new superman and honestly really enjoyed it no it is not some cinematic game changer but it is big step in the right direction for the dc universe after year of messy
Disappointed I have been a massive fan of Marvel and DC But this Superman remake was one of the worst I've ever encountered. It's so childish. It's so disappointing and reflects nothing on the Superman franchise. Don't watch it. The storyline was bad. The acting was cheap. Superman was too weak. The production was really bad. The storyline behind it didn't make sense. The monkey is working in labs. Don't make sense. The cutest thing was the dog. 3,superman remake wa one of the worst have ever encountered it is so childish it reflects nothing on the superman franchise do not watch it the storyline wa bad the acting wa cheap superman wa too weak the production wa really bad the story,"""This superman remake wa one of the worst have ever encountered"" ""It is so childish it is so disappointing and reflects nothing on the superman franchise"" ""The storyline behind it did not make sense the monkey is working in lab do",disappointed have been massive fan of marvel and dc but this superman remake wa one of the worst have ever encountered it is so childish it is so disappointing and reflects nothing on the superman franchise do not watch it the storyline wa bad the acting wa,disappointed have been massive fan of marvel and dc but this superman remake wa one of the worst have ever encountered it is so childish it is so disappointing and reflects nothing on the superman franchise do not watch it the storyline wa bad the acting
"Perfect popcorn movie Honestly this was better than I was expecting it to be. It was fun, and light hearted and had some surprising life lessons In there. The storyline is simple yet somewhat effective but I guess you don't go and watch superman and expect a story or character development. It's not perfect but it could have Been a lot worse. It was the perfect length also and found myself captivated throughout the whole film and only got slightly bored once, which is suprusing after all the not so great films that have been presented to audiences in the last couple of years Overall worth a watch, just don't expect anything much and you will enjoy it a lot more. 2",perfect popcorn movie honestly this wa better than wa expecting it to be it wa fun and light hearted and had some surprising life lesson in there the storyline is simple yet somewhat effective but guess you do not go and watch superman and expect story or,"""This wa better than wa expecting it to be it wa fun and light hearted and had some surprising life lesson in there the storyline is simple yet somewhat effective but guess you do not go and watch superman and expect story or character development",This wa better than wa expecting it to be it wa fun and light hearted and had some surprising life lesson in there the storyline is simple yet somewhat effective .,perfect popcorn movie honestly this wa better than wa expecting it to be it wa fun and light hearted and had some surprising life lesson in there the storyline is simple yet somewhat effective but guess you do not go and watch superman and expect story or
"Worst superman movie ever saw in my life I watched James Gunn's ""Superman"" with high expectations, but I left feeling totally disappointed. The film is completely soulless; the Superman they present is an empty character, lacking in development, too absurd and with too many tantrums for my taste. The humor they try to inject doesn't work and instead ruins moments that could be emotional or important. I found the plot confusing and repetitive, with a villain who makes no sense because he already has what he wants from the beginning, and there are too many unnecessary twists and turns that cause the story to lose its pace and coherence. In short, I was expecting an epic movie and ended up watching a heartless disaster that fails to capture the essence of the hero we love so much. I don't recommend it for Superman fans or anyone looking for a good superhero movie. 1",james gunn superman with high expectation but left feeling totally disappointed the film is completely soulless the superman they present is an empty character lacking in development too absurd and with too many tantrum for my taste the humor they try to inject,The film is completely soulless the superman they present is an empty character lacking in development too absurd and with too many tantrum for my taste the humor they try to inject doe not work and instead ruin moment that could be emotional,Worst superman movie ever saw in my life watched james gunn superman with high expectation but left feeling totally disappointed the film is completely soulless the superman they present is an empty character lacking in development too absurd and with too many tantrum for,worst superman movie ever saw in my life watched james gunn superman with high expectation but left feeling totally disappointed the film is completely soulless the superman they present is an empty character lacking in development too absurd and with too many
"Hope For A Better Tomorrow Went to this movie regardless of all the hate and clash that was online. And this movie had me on the edge of my seat, nearly crying multiple times, and walking away from that movie with a massive smile on my face. James Gunn has created an astounding film about being better, and doing the right thing. That you can be super no matter where you come from. That we are all human. The soundtrack was amazing, the visuals were great, and the acting was top notch. David Cornswet is Superman, and I cant wait to see what Him and James Gunn have to offer in the new DCU. 2",james gunn ha created an astounding film about being better and doing the right thing that you can be super no matter where you come from that we are all human the soundtrack wa amazing the visuals were great and the acting wa top notch,James gunn ha created an astounding film about being better and doing the right thing that you can be super no matter where you come from that we are all human. The soundtrack wa amazing the visuals were great and the acting wa top notch.,This movie had me on the edge of my seat nearly cry multiple time and walking away from that movie with massive smile on my face james gunn ha created an astounding film about being better and doing the right thing that you can be super no matter,hope for better tomorrow went to this movie regardless of all the hate and clash that wa online and this movie had me on the edge of my seat nearly cry multiple time and walking away from that movie with massive smile on my face james gun
"Restoring faith in the industry I have grown up on superhero movies from marvel to dc and have grown up to fall in love with the comics. Yet in recent years, I have felt that comic book movie have lost the love of the comics they come from and left me feeling disappointed leaving theaters. However, this movie felt like it wasn't abandoning and scorning the comics but felt more like it was applauding them and the movie felt like a Superman comic book issue. Every actor in this movie felt like they really embraced and showed their characters in a truly accurate way. Not to mention the amazing acting but this movie was absolutely hilarious and perfectly met my expectations. The scenery really felt like walking into a comic book like the way we imagined as kids. Hands down and amazing movie and I can't wait to see what DC and James Gunn has in store for projects in the future. If you walk out of a Superman movie feeling restored with your faith in the world, you know they did Superman justice. 42",restoring faith in the industry have grown up on superhero movie from marvel to dc . feel that comic book movie have lost the love of the comic they come from . this movie felt like it wa not abandoning and scorning,"""This movie wa absolutely hilarious and perfectly met my expectation the scenery really felt like walking into comic book like the way we imagined kid hand down"" ""I cannot wait to see what dc and james gunn ha in store for project in",This movie felt like it wa not abandoning and scorning the comic but felt more like it wa applauding them .<n>The movie felt like superman comic book issue every actor in this movie felt like they really embraced and showed their character in truly,restoring faith in the industry have grown up on superhero movie from marvel to dc and have grown up to fall in love with the comic yet in recent year have felt that comic book movie have lost the love of the comic they come from and left
"Im a Punk Rocker yes I am! What a genuinely phenomenal film, you can tell how much love there was for the movie, my grandfather who had been a fan of the pre-snyder movies even said he liked this more than them. My favorite scenes were definitely Mr T's fight, the 1A scene, and Supermans Speech. Im excited for what the DCU has planned for next. 0",im punk rocker yes am what genuinely phenomenal film you can tell how much love there wa for the movie my grandfather said his favorite scene were definitely mr fight the scene and superman speech im excited for what the dcu ha,"""What genuinely phenomenal film you can tell how much love there wa for the movie my grandfather who had been fan of the pre snyder movie even said he liked this more than them my favorite scene were definitely mr fight the scene and",my grandfather who had been fan of the pre snyder movie even said he liked this more than them my favorite scene were definitely mr fight the scene and superman speech .<n>im excited for what the dcu ha planned for next,im punk rocker yes am what genuinely phenomenal film you can tell how much love there wa for the movie my grandfather who had been fan of the pre snyder movie even said he liked this more than them my favorite scene were definitely mr
"Truth, Justice and the James Gunn Way SPOILER So far this year, movies have either exceeded my expectations and impressed me, or fallen short and left me wanting more. I didn't expect Superman to fall into neither category. Instead, it landed in a third: exactly what I was looking for. When you go into a James Gunn movie, you're more likely to get a comedy with superheroes than a traditional superhero film-and this is absolutely a James Gunn movie before it's a Superman one. His signature humor is present in almost every scene. Sometimes it works, sometimes it doesn't, but that's not necessarily a negative. Comedy is one of the hardest things to pull off. Despite the film occasionally feeling cluttered, nearly everything else pays off. If anything, it should've been longer-or even split into two films-because there's just so much going on. Lois Lane is great here. She finally feels like more than just a damsel or plot device. She rises above the 70s version in terms of agency while still feeling more authentically ""Lois"" than Amy Adams' portrayal. That said, the real standouts are Lex Luthor and the Justice Gang. All three members of the Justice Gang land perfectly. I was especially surprised by how much I liked Mr. Terrific. I sincerely hope he becomes a recurring character in the DCU. Edi Gathegi finally gets a role that doesn't waste his talent, unlike his previous superhero outing. Lex Luthor is perfectly petty. He's exactly what I want Reverse-Flash to be: a jealous, vindictive crybaby-and I mean that in the best way possible. I appreciated the film's effort to humanize Superman, though his tantrums sometimes bordered on unintentionally funny. Still, Krypto is a highlight, and the broader DC universe is set up really well. If this film proves anything, it's that DC is finally in the right hands. My main criticisms are a few questionable character choices. Why is Ultraman a clone instead of just using Cyborg Superman? Why does Otis feel so indistinguishable from Luthor's other goons? And why-somehow-does Skyler Gisondo as Jimmy Olsen work so well? Honestly, the Daily Planet scenes stole the movie. As I mentioned earlier, this is more of a James Gunn film than a traditional Superman film-but that's okay. I still had a great time and am genuinely hopeful for the future of the DCU. With truth, justice, and the James Gunn way, he's shown exactly why he was chosen to lead DC. 0",lois lane is great here she finally feel like more than just damsel or plot device she rise above the version in term of agency while still feeling more authentically lois than amy adam portrayal . m,Lois lane is great here she finally feel like more than just damsel or plot device. lex luthor is perfectly petty he is exactly what want reverse flash to be jealous vindictive crybaby. krypto is highlight and the broader,This is absolutely james gunn movie before it is superman one his signature humor is present in almost every scene sometimes it doesn .<n>lex luthor is perfectly petty he is exactly what want reverse flash to be jealous vindictive crybaby ,truth justice and the james gunn way spoiler so far this year movie have either exceeded my expectation and impressed me or fallen short and left me wanting more did not expect superman to fall into neither category instead it landed in third exactly what wa
"Fun, bet hardcore fans will be disappointed I think it's almost a 7, but I'm knocking off a little for true Superman Superfans. Solid cast. Superman himself I actually thought was pretty good, the actor did a nice job, though he is no Christopher Reeve or Henry Cavill. I thought Nathan Fillion should have had more to do. Kinda wasted opportunities with him. Overall it's a good popcorn movie, very light and simple, doesn't take Superman seriously as the hardcore fans would no doubt want. It doesn't really leave a lasting impression like many other Supe movies do. But it was fun. 3",hardcore fan will be disappointed think it is almost but am knocking off little for true superman superfans solid cast superman himself actually thought wa pretty good the actor did nice job though he is no christopher ree,"""Superman"" is a good popcorn movie very light and simple doe not take superman seriously the hardcore fan would no doubt want it. The actor did nice job though he is no christopher reeve or henry cavill thought",Solid cast superman himself actually thought wa pretty good the actor did nice job though he is no christopher reeve or henry cavill thought nathan fillion should have had more to do kinda wasted opportunity with him overall it is,fun bet hardcore fan will be disappointed think it is almost but am knocking off little for true superman superfans solid cast superman himself actually thought wa pretty good the actor did nice job though he is no christopher reeve or henry cav
"Boring Not much good to say. David looked the part lex was played well, but this movie was not good. It felt rushed if they wanted to reboot Superman they should have started from the beginning and build up like they did with Marvel. Went in with open mind, but feel like a wasted my time and money on this. 3",the movie wa not good it felt rushed if they wanted to reboot superman they should have started from the beginning and build up like they did with marvel went in with open mind but feel like wasted my time and money on this movie .,David looked the part lex wa played well but this movie wa not good it felt rushed if they wanted to reboot superman they should have started from the beginning and build up like they did with marvel went in with open mind but feel like wasted,Boring not much good to say lex wa played well but this movie wa not good it felt rushed if they wanted to reboot superman they should have started from the beginning and build up like they did with marvel .,boring not much good to say david looked the part lex wa played well but this movie wa not good it felt rushed if they wanted to reboot superman they should have started from the beginning and build up like they did with marvel went in with
"Not very good I'm old enough to admit that The Adventures of Superman starring George Reeves was my favorite TV show when I was little. So, I have a long history with Superman. My heart will always belong to Christopher Reeve. George Reeves and Henry Cavill are tied for second place. Brandon Routh was forgettable. I have nothing against David Corenswet as an actor. It's just that the movie itself was a terrible mockery of all that Superman represents. 8",christopher reeve george reef and henry cavill are tied for second place brandon routh wa forgettable have nothing against david corenswet an actor it is just that the movie,The movie itself wa terrible mockery of all that superman represents. not very good am old enough to admit that the adventure of superman starring george reef wa my favorite tv show when wa little so have long history with superman. my,christopher reeve george reef and henry cavill are tied for second place brandon routh wa forgettable .<n>The movie itself wa terrible mockery of all that superman represents .,not very good am old enough to admit that the adventure of superman starring george reef wa my favorite tv show when wa little so have long history with superman my heart will always belong to christopher reeve george reef and henry
